CLIENTE,MRR_12M,CD_CLIENTE,QTD_CONTRATACOES_12M,VLR_CONTRATACOES_12M
T12690,2707.50856,T12690,3.0,63296.0006309743
T17997,914.873582,T17997,5.0,5641.38321030939
T15162,191.424262,T15162,,
T28165,1077.605905,T28165,3.0,19055.2699004509
T15456,769.787379,T15456,3.0,100.278813654358
T25978,933.699328,T25978,5.0,17999.1726486247
T16411,309.087365,T16411,4.0,75970.180782514
T15747,184.478424,T15747,,
T16736,206.10852,T16736,2.0,0.0084077147358395
T23280,383.424071,T23280,2.0,18900.4082027315
T16898,1395.260789,T16898,3.0,3487.92364273355
T23824,663.527257,T23824,1.0,836.336404060797
T15074,201.50203,T15074,,
T16989,662.180234,T16989,,
T15998,495.129832,T15998,,
T17433,618.158448,T17433,2.0,0.0084077147358395
T27866,186.240039,T27866,,
T25006,1270.51823,T25006,,
T21326,161.977374,T21326,,
T15331,299.940703,T15331,4.0,8389.44477171854
T13825,627.421312,T13825,2.0,0.0084077147358395
T10179,278.683825,T10179,,
T16208,309.331711,T16208,2.0,562.228088242957
T12757,622.109,T12757,1.0,3694.49278607839
T14744,1230.808897,T14744,3.0,0.0210192868395988
T31446,1087.444403,T31446,2.0,23.4028739672093
T16878,768.255483,T16878,4.0,12040.5747690468
T13666,123.80304,T13666,,
T23296,5161.255162,T23296,,
T16660,474.225507,T16660,,
T17275,819.905089,T17275,5.0,9571.00614669028
T33230,199.646791,T33230,1.0,1529.36331044921
T15225,1652.390397,T15225,2.0,0.0084077147358395
T37134,60.167976,T37134,3.0,33896.8706298853
T14431,431.640471,T14431,,
T34781,355.375045,T34781,,
T16072,433.921737,T16072,1.0,4650.30702039284
T31926,964.185768,T31926,,
T09979,1584.757188,T09979,1.0,0.0042038573679197
T13934,241.35211,T13934,,
T49030,1458.721359,T49030,1.0,1443.4532812784
T15144,133.836399,T15144,,
T16616,3912.602811,T16616,,
T25256,419.858953,T25256,2.0,7503.24221155948
T23793,390.893091,T23793,4.0,23222.8521831429
T26955,192.685362,T26955,,
T16885,1004.121838,T16885,,
T17941,8826.184128,T17941,10.0,286349.406175622
T30884,1021.793989,T30884,,
T10415,2013.203938,T10415,1.0,0.0042038573679197
T12870,199.766381,T12870,1.0,12548.9892791231
T10041,612.756204,T10041,3.0,11507.3154619262
T38667,2153.595908,T38667,2.0,4734.3883716086
T16237,919.305929,T16237,1.0,1472.64066298387
T31787,278.915055,T31787,1.0,1491.81866029632
T41089,2569.469628,T41089,,
T16995,561.905571,T16995,,
T12915,461.072025,T12915,,
T23569,865.116823,T23569,,
T32650,174.708567,T32650,3.0,3029.10624188405
T13017,1567.742226,T13017,3.0,17165.762129292
T23248,252.077064,T23248,,
T15669,154.510078,T15669,,
T28597,77.753044,T28597,,
T15837,469.421105,T15837,,
T26249,222.657605,T26249,,
T16582,1080.44577,T16582,2.0,805.467479408162
T15865,1050.268763,T15865,4.0,34101.6237068472
T35387,48.548623,T35387,,
T24234,498.028491,T24234,,
T28250,195.478744,T28250,,
T34103,941.086091,T34103,3.0,28084.04150454
T15389,567.320325,T15389,,
T17299,321.353889,T17299,1.0,164.223688077785
T16880,209.56361,T16880,,
T17891,769.178318,T17891,3.0,260.866165108893
T29501,157.859048,T29501,,
T29941,849.7019,T29941,3.0,39281.9698796168
T26902,644.151126,T26902,3.0,29154.8312378671
T16132,65.792964,T16132,,
T14772,617.292398,T14772,4.0,1626.91382067179
T13875,13611.998494,T13875,3.0,33139.4322209056
T16695,297.046429,T16695,,
T13047,206.37202,T13047,1.0,76108.8071830785
T14917,195.084623,T14917,,
T35866,1983.694084,T35866,1.0,11150.912434274
T21668,116.397906,T21668,1.0,7634.33950357806
T13796,108.781862,T13796,,
T24293,1091.947378,T24293,1.0,1316.7616317814
T16716,237.391559,T16716,,
T18087,2760.534406,T18087,,
T38256,1000.687799,T38256,1.0,3389.98637763313
T15971,849.577174,T15971,2.0,0.0084077147358395
T51811,886.540988,T51811,,
T15978,1113.624132,T15978,,
T36279,92.552544,T36279,,
T16603,390.766076,T16603,1.0,5586.53548323014
T36739,925.499817,T36739,,
T10219,536.892603,T10219,5.0,7330.56877017217
T15061,334.962604,T15061,,
T49954,1427.493404,T49954,2.0,6830.96974899649
T16867,1044.549407,T16867,3.0,1578.15748291865
T18038,891.916892,T18038,2.0,8490.90066543592
T38088,183.822717,T38088,,
T29192,475.72902,T29192,1.0,6703.79885975955
T36359,370.021797,T36359,1.0,5381.89170655981
T17319,797.414028,T17319,,
T26845,1112.89337,T26845,3.0,8703.27113194849
T32062,374.206818,T32062,,
T11564,285.457679,T11564,1.0,23606.5340412555
T15526,2015.507958,T15526,2.0,0.0084077147358395
T13830,388.771794,T13830,1.0,0.0042038573679197
T45609,810.084215,T45609,,
T17193,461.369702,T17193,,
T37041,309.914688,T37041,4.0,46735.5435163743
T43055,92.10415,T43055,1.0,4198.90102008298
T22665,302.79005,T22665,,
T19482,230.19362,T19482,1.0,561.025785035731
T37019,334.80662,T37019,,
T37391,799.363887,T37391,,
T15159,583.58592,T15159,7.0,51403.7463575824
T23546,784.950744,T23546,,
T15854,343.595596,T15854,2.0,40108.0110369836
T35509,706.101667,T35509,1.0,2165.81890823752
T29956,1022.012976,T29956,,
T27699,111.437637,T27699,,
T18071,955.063456,T18071,,
T16015,315.523247,T16015,1.0,1180.46837205608
T36438,495.667012,T36438,,
T36286,882.921707,T36286,1.0,0.0084077147358395
T34111,347.788288,T34111,,
T36084,721.888945,T36084,3.0,14264.0495810854
T16590,740.96214,T16590,1.0,0.0042038573679197
T22629,696.221029,T22629,2.0,0.0084077147358395
T17272,861.89119,T17272,,
T19463,168.40957,T19463,,
T32484,100.151296,T32484,,
T30667,139.038109,T30667,,
T32772,767.090965,T32772,1.0,10398.577508139
T17136,1023.29317,T17136,,
T15697,593.161449,T15697,,
T13941,238.623208,T13941,,
T16926,64.643915,T16926,,
T14930,134.697883,T14930,,
T15970,126.938215,T15970,,
T48579,378.468303,T48579,1.0,0.0042038573679197
T25719,633.601569,T25719,1.0,6689.87988801436
T15011,325.053972,T15011,1.0,0.0042038573679197
T24410,126.164698,T24410,2.0,26092.9054815117
T16758,428.262924,T16758,2.0,0.0084077147358395
T23632,1881.545665,T23632,,
T42559,685.739841,T42559,3.0,3311.55501071985
T16545,142.559398,T16545,1.0,9874.11687448939
T54038,11424.830174,T54038,2.0,25441.8793140862
T16523,548.148168,T16523,2.0,0.0084077147358395
T40217,579.823737,T40217,,
T16863,174.145799,T16863,,
T41096,1441.631971,T41096,2.0,28801.5138415229
T10983,1644.788298,T10983,,
T16528,358.334942,T16528,1.0,7587.09655447737
T50223,1824.340975,T50223,2.0,0.0084077147358395
T17243,345.052658,T17243,,
T22893,756.897011,T22893,,
T38204,242.825035,T38204,,
T32403,134.70714,T32403,2.0,16961.7657466563
T40143,2265.71579,T40143,1.0,365.395078562218
T20214,126.723178,T20214,,
T33815,980.721621,T33815,,
T37851,2184.547993,T37851,,
T11910,585.699625,T11910,2.0,0.0084077147358395
T15644,1090.74802,T15644,2.0,0.0084077147358395
T14449,616.431483,T14449,2.0,7929.61844510074
T46970,897.762267,T46970,,
T23177,416.984007,T23177,1.0,1353.59583003912
T38369,98.863514,T38369,,
T49216,602.473554,T49216,,
T24898,876.30738,T24898,2.0,27174.1922466864
T32108,1597.893992,T32108,,
T37094,1210.321693,T37094,,
T39941,2200.75006,T39941,2.0,8228.24786094566
T15467,496.506827,T15467,1.0,1011.72974116514
T23659,228.78793,T23659,,
T21130,764.320123,T21130,,
T36826,586.473492,T36826,,
T31130,850.968059,T31130,3.0,52443.2383728053
T34371,97.827391,T34371,,
T24389,262.289527,T24389,2.0,11453.56494162
T16062,974.183289,T16062,,
T38515,1405.887288,T38515,,
T42060,1171.721045,T42060,2.0,14241.8027678944
T35861,72.1598,T35861,,
T37238,485.225777,T37238,1.0,533.906701155281
T16971,590.591969,T16971,,
T22870,804.979062,T22870,2.0,296.21640171573
T19433,338.052074,T19433,,
T28098,1122.038657,T28098,,
T35116,5853.465558,T35116,1.0,4676.97208767755
T48229,266.093635,T48229,,
T37733,19.77931,T37733,,
T17405,190.171337,T17405,,
T20139,776.803316,T20139,,
T16313,351.393664,T16313,2.0,0.0084077147358395
T21528,289.15505,T21528,1.0,675.316055297366
T16397,486.528581,T16397,,
T16236,120.269488,T16236,2.0,0.0084077147358395
T52432,219.280839,T52432,,
T42892,1332.776782,T42892,4.0,211796.408769694
T15510,716.239757,T15510,,
T25106,101.819772,T25106,1.0,2942.70015754383
T17078,257.211779,T17078,,
T34551,197.343038,T34551,1.0,698.113573803595
T45331,788.739221,T45331,1.0,3441.35751466911
T16759,305.25465,T16759,,
T54117,1390.876688,T54117,,
T17274,1327.031321,T17274,2.0,13225.146105894
T42902,336.088048,T42902,,
T25254,1842.522497,T25254,1.0,1037.46995982892
T41352,893.193423,T41352,12.0,24147.915200811
T11094,788.515724,T11094,,
T16621,641.129236,T16621,,
T53787,158.435196,T53787,,
T17526,326.811913,T17526,,
T27051,388.646386,T27051,,
T48119,3411.271021,T48119,3.0,1081.0303298753
T35769,753.378937,T35769,2.0,9757.98951855798
T42601,272.41863,T42601,,
T27211,126.257057,T27211,1.0,2331.41725767462
T35446,317.028991,T35446,,
T43138,544.282529,T43138,,
T12248,754.567389,T12248,,
T16127,177.762655,T16127,,
T16639,1978.257005,T16639,1.0,11338.6062580369
T48850,1360.231558,T48850,2.0,1257.69743576213
T26793,109.988571,T26793,,
T39536,2802.973208,T39536,,
T52933,1835.184232,T52933,,
T26323,3643.072919,T26323,1.0,25628.9972093896
T32848,2896.009314,T32848,2.0,13901.8704534096
T49594,1060.450447,T49594,4.0,209070.69911791
T42836,1475.468276,T42836,1.0,7749.18888686963
T15648,471.272228,T15648,2.0,0.0084077147358395
T25084,2762.627998,T25084,,
T27050,234.639527,T27050,,
T41316,2541.58147,T41316,,
T31846,541.561101,T31846,,
T36368,1610.687051,T36368,,
T26272,1285.465776,T26272,,
T16235,798.204773,T16235,4.0,150001.172607495
T45453,440.123242,T45453,4.0,17900.4997084849
T45067,638.793119,T45067,2.0,39041.0173868598
T37736,1167.679988,T37736,1.0,33.8410518117541
T50320,468.582441,T50320,1.0,6431.06100144365
T17423,127.125132,T17423,,
T26584,628.792619,T26584,1.0,8315.03649630636
T19654,389.331975,T19654,5.0,41228.47354897
T34636,1469.536114,T34636,1.0,835.970668469788
T42308,1831.480623,T42308,,
T51620,131.61857,T51620,1.0,138.559138846635
T47953,812.80479,T47953,6.0,199197.994739496
T17436,1754.485707,T17436,2.0,7096.03136375856
T30299,833.945535,T30299,,
T17312,624.043972,T17312,2.0,32560.6493423478
T27897,91.338259,T27897,,
T20326,512.664302,T20326,,
T17230,622.245345,T17230,6.0,12048.9152220648
T52846,556.68819,T52846,,
T44012,1047.574865,T44012,2.0,318.942454646704
T15860,170.708381,T15860,,
T26230,262.195022,T26230,2.0,3839.40395340796
T29133,1551.712353,T29133,3.0,2497.19216912117
T50242,428.149059,T50242,,
T48463,473.000606,T48463,1.0,1222.89790447049
T17152,435.0695,T17152,,
T62369,1580.465723,T62369,,
T17391,479.122247,T17391,,
T45686,425.872767,T45686,2.0,15060.8360950288
T25303,174.521989,T25303,,
T42326,94.579847,T42326,,
T11117,394.899696,T11117,,
T16976,955.264707,T16976,3.0,1655.50425463101
T56606,69.013603,T56606,,
T42748,23620.718516,T42748,2.0,53881.1425623581
T29964,11329.171,T29964,,
T50467,939.48639,T50467,,
T42415,209.330744,T42415,1.0,5222.50245445513
T43789,176.39771,T43789,,
T28477,391.605874,T28477,1.0,2782.09599065983
T40259,2486.284871,T40259,,
T54313,338.403025,T54313,,
T14063,607.775218,T14063,5.0,114538.571097071
T16261,312.356884,T16261,,
T17041,251.524293,T17041,,
T53699,1640.926311,T53699,2.0,0.0084077147358395
T33271,3482.608765,T33271,2.0,4019.12726360126
T48647,801.819932,T48647,1.0,948.537357210575
T53762,590.213856,T53762,,
T30580,196.515073,T30580,,
T36222,323.842878,T36222,,
T50413,452.702067,T50413,1.0,1448.40122140044
T50702,105.020322,T50702,,
T15650,2850.954282,T15650,2.0,0.0210192868395988
T27744,1005.077669,T27744,2.0,0.0084077147358395
T31188,382.793921,T31188,4.0,21139.3700253134
T43026,100.263866,T43026,,
T33094,219.022198,T33094,,
T37248,1132.529775,T37248,1.0,0.0042038573679197
T27030,254.18028,T27030,,
T16755,420.102396,T16755,1.0,0.0042038573679197
T45722,522.733689,T45722,,
T46371,47.590467,T46371,,
T38839,315.661481,T38839,,
T53645,3469.116485,T53645,,
T20563,1951.14426,T20563,2.0,0.0084077147358395
T31146,1364.35691,T31146,1.0,6019.65050013218
T22782,668.042936,T22782,2.0,715.773978606226
T36761,550.259105,T36761,,
T43474,718.195354,T43474,6.0,1424.26267239385
T52235,885.147671,T52235,1.0,2414.81338013941
T51945,4123.547116,T51945,1.0,49514.335275143
T25037,828.223463,T25037,,
T33320,228.771183,T33320,,
T20520,192.238529,T20520,1.0,1753.45833516091
T31939,145.803576,T31939,,
T22081,224.587476,T22081,,
T20994,954.563249,T20994,1.0,3175.8797180276
T55219,883.850536,T55219,,
T44478,463.121285,T44478,,
T17321,303.533467,T17321,1.0,170.689220709646
T27075,228.819818,T27075,1.0,1314.65549924007
T33319,32086.362299,T33319,1.0,57592.2826236134
T50442,80.099847,T50442,,
T51553,243.21669,T51553,,
T17812,116.951311,T17812,1.0,234.533202556243
T75062,1398.538694,T75062,4.0,244061.577385366
T21576,7479.544905,T21576,1.0,0.0042038573679197
T48195,673.68317,T48195,1.0,49.7148172330191
T35475,276.8162,T35475,,
T44400,473.846491,T44400,,
T15035,456.236679,T15035,2.0,26897.8516826062
T19263,494.833948,T19263,,
T60696,1798.277124,T60696,3.0,14558.5886437113
T43289,489.539519,T43289,,
T35384,565.133272,T35384,,
T51053,375.701657,T51053,1.0,4894.65622990317
T45259,423.269414,T45259,1.0,1388.74428149229
T53339,2512.957063,T53339,1.0,1597.76847754
T31660,2231.763048,T31660,2.0,24254.9243901114
T41068,4350.142145,T41068,1.0,4309.35737242507
T58657,16.384695,T58657,,
T14333,1177.485267,T14333,1.0,119.864585131496
T17271,553.380644,T17271,,
T17217,937.465798,T17217,2.0,0.0084077147358395
T54053,574.565441,T54053,,
T34142,1050.038544,T34142,7.0,65006.0583426688
T50536,104.138972,T50536,,
T58144,114.350741,T58144,,
T34957,689.528282,T34957,,
T39793,4661.960644,T39793,1.0,0.0042038573679197
T50741,57.741181,T50741,,
T51140,86.833415,T51140,,
T16970,238.728882,T16970,,
T29632,1327.413132,T29632,1.0,1944.15791694185
T35043,493.793494,T35043,2.0,437.213777835759
T46027,170.127843,T46027,,
T35463,367.83219,T35463,4.0,3314.06891742586
T39903,647.371603,T39903,3.0,9581.91515656003
T31440,729.144316,T31440,,
T16927,1814.078858,T16927,,
T49410,884.98326,T49410,,
T47026,1083.990619,T47026,1.0,17769.4991051858
T42367,148.833042,T42367,,
T54414,179.400467,T54414,,
T21883,291.312952,T21883,2.0,5949.45869366002
T34693,2569.963845,T34693,2.0,13431.3200866463
T26313,2322.336325,T26313,,
T46007,1222.475901,T46007,,
T52637,1088.209583,T52637,1.0,1155.72026373113
T57161,133.739841,T57161,3.0,238.291451043164
T53231,1310.961613,T53231,,
T30925,741.552393,T30925,2.0,6801.87905601048
T34101,1930.034865,T34101,2.0,1260.45937005285
T34643,557.766244,T34643,,
T38021,249.344639,T38021,,
T24024,3278.910581,T24024,1.0,5436.84453007326
T22643,1094.454843,T22643,2.0,9920.47280968545
T57160,701.728891,T57160,2.0,0.0084077147358395
T46162,115.085082,T46162,1.0,458.61141183847
T17325,232.067389,T17325,,
T32065,479.516542,T32065,,
T35453,2377.625661,T35453,1.0,34.2698452632819
T53435,634.137743,T53435,,
T55596,102.742854,T55596,,
T22345,672.439824,T22345,,
T78664,247.5145,T78664,,
T21777,493.015587,T21777,1.0,30003.4765363012
T50456,705.735428,T50456,,
T39943,101.114423,T39943,,
T51907,3198.11572,T51907,1.0,0.0042038573679197
T16834,705.923725,T16834,1.0,0.0042038573679197
T34846,52.594459,T34846,,
T60795,1853.14051,T60795,5.0,25053.392447002
T43722,163.561095,T43722,,
T36732,3525.674356,T36732,2.0,47572.1531711641
T51145,211.220711,T51145,,
T45630,232.716295,T45630,1.0,383.669246540565
T53544,3649.852024,T53544,3.0,2502.74546470419
T33428,1434.201555,T33428,,
T46735,958.054533,T46735,3.0,8142.31681248801
T60502,863.811251,T60502,2.0,191.746342265556
T15319,172.186552,T15319,,
T21846,414.456496,T21846,,
T21048,813.637833,T21048,,
T54769,74.229772,T54769,,
T42247,206.438271,T42247,2.0,2225.48005200304
T53010,176.073068,T53010,1.0,481.58969621152
T61135,364.117105,T61135,2.0,2370.78638192519
T35269,153.523236,T35269,,
T40977,359.744081,T40977,,
T53403,2240.548126,T53403,,
T51520,487.270077,T51520,,
T17062,91.21082,T17062,,
T33358,652.587524,T33358,1.0,14180.783778199
T38002,154.553975,T38002,1.0,11151.8540983244
T53547,4229.423426,T53547,,
T37830,357.94344,T37830,,
T43322,626.69334,T43322,,
T35130,115.633966,T35130,,
T16961,1628.123415,T16961,2.0,0.016815429471679
T49499,253.652433,T49499,,
T52252,87.960032,T52252,,
T49634,614.934136,T49634,2.0,47.9281778516532
T58524,1075.291835,T58524,,
T24393,870.913674,T24393,,
T36994,618.971804,T36994,1.0,3875.02323688634
T30236,327.516784,T30236,,
T48771,745.21679,T48771,1.0,399.248741946075
T52926,1473.372361,T52926,4.0,47210.2094595009
T57506,514.466053,T57506,,
T57089,171.48058,T57089,,
T34593,545.927718,T34593,1.0,9583.50841850247
T42299,629.636335,T42299,2.0,4276.53365409636
T35094,3441.132137,T35094,2.0,24085.9839740668
T47387,487.326559,T47387,2.0,0.0084077147358395
T24288,2775.035773,T24288,,
T24711,492.649725,T24711,4.0,13126.7085817668
T57165,626.404318,T57165,2.0,3887.13454996332
T46923,264.328518,T46923,4.0,15899.2534084867
T17987,1617.378631,T17987,3.0,206.014234172276
T32730,298.590222,T32730,,
T36224,289.932776,T36224,2.0,166.905749078518
T53755,3306.020955,T53755,2.0,626.664813978431
T57422,4252.061182,T57422,1.0,4246.39199676837
T22520,3351.018912,T22520,,
T79240,1147.900518,T79240,1.0,2442.82368178186
T33327,368.802071,T33327,1.0,923.032554559406
T50945,969.915954,T50945,2.0,578.429754538919
T43391,115.569443,T43391,,
T54071,151.599989,T54071,,
T25567,2812.25206,T25567,2.0,0.0084077147358395
T35530,1344.773918,T35530,2.0,11547.9289279577
T61402,569.704676,T61402,6.0,9963.5791631361
T52843,542.133049,T52843,,
T42168,1519.573819,T42168,,
T54276,474.639702,T54276,1.0,463.344955234748
T53719,130.122669,T53719,,
T53634,3231.473144,T53634,,
T37701,334.081978,T37701,1.0,619.093666858807
T47857,113.502692,T47857,7.0,171972.557471495
T60607,1115.184569,T60607,,
T15822,1293.873808,T15822,,
T26188,105.596007,T26188,,
T27027,845.520215,T27027,1.0,3363.15315605369
T56590,313.067677,T56590,2.0,3399.81920001669
T47526,643.987683,T47526,2.0,2622.62266140779
T57883,248.203724,T57883,2.0,4228.30700237158
T61384,681.575547,T61384,4.0,223536.533852656
T41415,248.33897,T41415,,
T43739,575.771363,T43739,1.0,13854.0810028511
T54060,166.49762,T54060,2.0,101.817425451017
T51665,118.924003,T51665,1.0,718.329923885921
T17432,779.37883,T17432,2.0,4899.75971274783
T35324,763.987307,T35324,1.0,19134.9035705714
T38502,6761.687927,T38502,3.0,2920.9115648059
T53658,1193.844185,T53658,3.0,100165.435621145
T37932,1367.331567,T37932,7.0,4778.93244427908
T53095,664.530154,T53095,1.0,328.59030730608
T41869,1257.360156,T41869,,
T32634,400.738752,T32634,,
T50750,867.187701,T50750,3.0,20840.3202237317
T52565,4011.23362,T52565,1.0,5712.34432267988
T53381,1114.201998,T53381,,
T74756,670.652394,T74756,8.0,15256.5634902218
T27168,863.017235,T27168,,
T37593,1125.885332,T37593,,
T49990,255.389611,T49990,,
T49295,1394.256284,T49295,1.0,62.0405270357598
T55302,275.731219,T55302,,
T60841,527.471872,T60841,,
T60330,439.507582,T60330,2.0,5676.01458730632
T37194,1225.320226,T37194,,
T44001,882.745587,T44001,1.0,0.0042038573679197
T46740,669.08731,T46740,1.0,58.9002455819238
T49571,473.701319,T49571,,
T30802,454.501962,T30802,,
T32126,938.173887,T32126,1.0,8817.38484020067
