cluster,DS_PROD,QTD
0,CONSINCO ORCAMENTO SUBSC.,56
0,ID FLUIG 501º AO 1000º,56
0,SMS LGT ECM/BPM TRAD,56
0,TOTVS AGENDAMENTOS PACK 500,56
0,4GL DEVELOPMENT SYSTEMUSER-MNT,55
0,ADESAO INTERA B.O PRIME,55
0,ADESAO INTERA RH PRIME,55
0,ADESAO INTERA SEGM PRIME,55
0,AHG ANALYTICS EXCED. BILLING,55
0,CDU LGT10 COMPRAS E SUPRIM TRA,55
0,HORAS EXCEDENTE IMPLANTACAO,55
0,IAAS-TCLNX-1VCPU-2VRAM-3A,55
0,ID TRAD DEDICADO 1º AO 50º,55
0,LEGAL DATA RECORRENTE,55
0,SFA INTEGRACAO TOTVSCRM 1A20,55
0,SMS LGT10 COMPRAS E SUPRIM TRA,55
0,CDU LGT10 FINANCEIRO TRAD,53
0,HORAS DE CONSULTORIA WMS,53
0,IAAS-TCWIN-4VCPU-8VRAM-1A,53
0,SMS LGT10 FINANCEIRO TRAD,53
0,SUPORTE MODULO WMS,53
0,TOTVS CONNECTOR VTEX PCK500 PE,53
0,TOTVS VAREJO DMS SMS 1 IDá,53
0,APP CLOCKIN 501 A 1000 FUNC.,52
0,CDU LGT G. DE CONTRATOS TRAD,52
0,CLDINT STD PROT CNXAD LX SQL,52
0,SMS COLAB NEO  500 DOC,52
0,SMS LGT G. DE CONTRATOS TRAD,52
0,TOTVS VAREJO DMS CDU 1 IDá,52
0,VA AC ADESAO,52
0,CDU TOTVS PDV LIGHT,51
0,CONSINCO MDF-E POR CNPJ CDU,51
0,MINHAS OS 6-15 TÉCNICOS,51
0,SETUP CLOUD IAAS,51
0,SMS TOTVS PDV LIGHT,51
0,1004.0 ADESAO PLATAFORMA BY ZF,50
0,AHG PW LITE EXCEDENTE-BILLING,50
0,ASSINATURA FEEDZ - EXCEDENTE,50
0,ASSINATURA FEEDZ - FIXO,50
0,CONSINCO TEF LINK DATAC. SMS,50
0,OP FINANCEIRAS STANDARD,50
0,OPENEDGAPLSENTEDLIC,50
0,PEDIDO ADIC VTEX AO PCK500 PED,50
0,SMS CORP ADIC IMP.EXP PARCEIRO,50
0,TOTVS A ELETRONICA 20 PACK,50
0,TOTVS INTERA FIELD SERVICE,50
0,VISITA TECNICA,50
0,ADESAO DE SOFTWARE VS PLUS,49
0,ADESAO INTERA B.O PRIVATE,49
0,APP TOTVS DEPART JURIDICO,49
0,CLOUD EXCEDENTE INT 2017,49
0,FEEDZ MOD DEPARTAMENTO PESSOAL,49
0,GMV B2B 6.0M A 12.0M BY AGILE,49
0,OPEDSTNUSRMVL,49
0,PORTALB2B 6M - 12M BY AGILE,49
0,T. CLOUD WINTHOR 40 A 69 CONEX,49
0,ADESAO INTERA RH PRIVATE,48
0,CDU PLANNING STANDARD USER,48
0,CONSINCO MON BANCO DADOS SUBS,48
0,CONSINCO MÓDULO ANALYTIC SMS.,48
0,CRMBX PLATAFORMA BUSINES 21-50,48
0,GESTAO DE CAIXA PREMIUM,48
0,HORAS MIGRACAO DE DADOS WT,48
0,IAAS-DDADO-50GB-4KIOPS-MOD-M,48
0,IAAS-DDADO-50GB-8KIOPS-INT-M,48
0,IAAS-TCSQL-4VCPU-32VRAM-3A,48
0,IAAS-TCSQL-8VCPU-32VRAM-3A,48
0,IAAS-TCWIN-4VCPU-32VRAM-3A,48
0,SETUP FEEDZ PACOTE 2,48
0,SUP USUARIO MY MIX MOBILE,48
0,TOTVS CLOUD FLUIG PRIME,48
0,CONSINCO NFS-E POR CNPJ CDU,47
0,ID TRAD DEDICADO 51º AO 100º,47
0,SUP IMPORTACAO WT,47
0,1004.5 CARD + PEDIDO BY ZF,46
0,ADESAO INTERA SEGM PRIVATE,46
0,TOTVS GESTAO DE VAREJO,46
0,CDU LGT GCH ON-DEMAND 1000 TRA,45
0,CDU RMS LOJA ELETR. T,45
0,CONSINCO MOD.PATRIMONIAL SMS,45
0,CTREESVRDMINTELATE1000UENTPWIN,45
0,SMS GESTAO VAREJO PARCEIRO LOC,45
0,SMS LGT CRM CALL CENTER TRAD,45
0,SMS LGT GCH ON-DEMAND 1000 TRA,45
0,SUP USU RADIO FREQUENCIA WT,45
0,BMCHEFWEB SG AD,44
0,CDU LGT CRM CALL CENTER TRAD,44
0,CONSINCO ORACLE ASFU CDU,44
0,OPEDRPPSENTMVL,44
0,WFN LEASE STANDARD,44
0,1004.2 KDS OFF BY ZERO FILA,43
0,APP MEU CHECKLIST EXEC 1 A 5,43
0,APP MEU CHECKLIST EXEC 6 A 15,43
0,CDU LGT GCH ON-DEMAND 5000 TRA,43
0,CDU TOTVS SMARTMOBILE PACK 10,43
0,CONSINCO MÓDULO NFS-E CDU,43
0,ID APP MANUT ATIV DO 1 AO 15,43
0,LEGAD MOD GESTAO OBJ METAS OKR,43
0,PDV OMNISHOP CDU,43
0,PDV OMNISHOP SMS,43
0,SAAS INTEL FISCAL ESOC PACK 10,43
0,SMS LGT GCH ON-DEMAND 5000 TRA,43
0,TX AD TOTVS FAST ANALYTICS - P,43
0,VENDA MOVEL ATE 10 LOJAS,43
0,ADESAO OT LOG EXE 1K VIAGENS,42
0,ADESAO OT LOG PLA 1K VIAGENS,42
0,AHG GER. EXCEDENTE - BILLING,42
0,BM CHEF RETAG CX PAF ECF,42
0,CA AG EXCH 1Y,42
0,CA VM AG BL 1Y,42
0,CA WIN 1Y,42
0,CDU BYYOU ARMAZENAGEM EXTRA,42
0,CDU LGT 10 G TRANSP PASS T,42
0,CDU TOTVS PDV SUPER PACK 10,42
0,CONSINCO ECOMMERCE CDU CNPJ,42
0,IAAS-BANDA DE INTERNET-5MBPS-M,42
0,NFCE LITE ACIMA DE 500,42
0,NFCE LITE ATE 25,42
0,NFCE LITE DE 101 A 500,42
0,NFCE LITE DE 26 A 50,42
0,NFCE LITE DE 51 A 100,42
0,NFCE PRO ACIMA DE 500,42
0,NFCE PRO ATE 25,42
0,NFCE PRO DE 101 A 500,42
0,NFCE PRO DE 26 A 50,42
0,NFCE PRO DE 51 A 100,42
0,PORTAL B2B 0A1.2M BY AGILE LEG,42
0,SMS LGT 10 G TRANSP PASS T,42
0,SMS TOTVS PDV SUPER PACK 10,42
0,TOTVS OT LOG EXE 1K VIAGENS,42
0,TOTVS OT LOG PLA 1K VIAGENS,42
0,TOTVS PLANNING 1 SERVER + 1 AD,42
0,TOTVS PLANNING ADMIN ADICIONAL,42
0,TOTVS PLANNING ADVANCED USER,42
0,TOTVS PLANNING STANDARD USER,42
0,APP CLOCKIN RH-501 A 1000 FUNC,41
0,CDU LGT10 ESTOQUE E CUSTOS TRA,41
0,CLOUD COLAB NEO 500 DOC,41
0,HORAS IMPLANT. RF WINTHOR,41
0,SMS LGT10 ESTOQUE E CUSTO TRAD,41
0,ADESAO AVALIACAO DE DESEMPENHO,40
0,CONSINCO MODULO MDF-E SMS,40
0,MINHAS OS 16-50 TÉCNICOS,40
0,SAAS TOTVS FAST ANALYTICS - P,40
0,SUP TINTOMETRICO WT,40
0,SUPORTE DO PRODUTO CONCILIACAO,40
0,SUPORTE USUARIO WINTHOR MC,40
0,AHG ESTRATEGICO EXCED. BILLING,39
0,AR CORP RECEITA BRUTA 25,39
0,CDU LGT TMS TRAD,39
0,ET CORP RECEITA BRUTA 25,39
0,LICENCA MODULO LICITACAO WT,39
0,SMS LGT TMS TRAD,39
0,SMS LICITACAO WT,39
0,SMS TOTVS COMERCIO EXT-COMPL,39
0,WMS CONECTOR 10000,39
0,BMCHEF WEB 1USM,38
0,CDU GESTAO VAREJO PARCEIRO EMP,38
0,CDU LGT5 CONTABIL TRAD,38
0,CDU TOTVS COMERCIO EXTERIOR,38
0,CLOUDIAAS - BACKUPGB 1 ANO-M,38
0,CONTRATO MANUTENCAO MYBI,38
0,GD USER - ADMIN,38
0,HORAS INSPECAO II WINTHOR,38
0,PRIME GOLD RHODIUM PRT,38
0,SAAS INTEL FISCAL ESOC PACK 1,38
0,SETUP AHGORA PONTOWEB LITE,38
0,SMS GESTAO VAREJO PARCEIRO EMP,38
0,SMS LGT5 CONTABIL TRAD,38
0,TOTVS API SERVICES PACK 20,38
0,TOTVS RH ATS PACK 3 VAGAS,38
0,VA WEBSERVICE MENSAL,38
0,CDU LGT ANALI DE CRED TRAD,37
0,CONS MD-E POR CNPJ LOJA SAAS,37
0,CTREESVRDMINTELATE250UENTPWIN,37
0,GD USER - EDITOR,37
0,IAAS-BANDA DE INTERNET-MBPS-3A,37
0,IAAS-DDADO-50GB-2KIOPS-LEVE-3A,37
0,IAAS-DDADO-50GB-4KIOPS-MOD-3A,37
0,IAAS-DDADO-50GB-8KIOPS-INT-3A,37
0,IAAS-DSO-50GB-2KIOPS-LEVE-3A,37
0,IAAS-IP PUBLICO-3A,37
0,IAAS-TCLNX-4VCPU-32VRAM-3A,37
0,IAAS-TCWIN-16VCPU-64VRAM-3A,37
0,IAAS-VPN SITE-TO-SITE-3A,37
0,ID APP R&F FRANQUEADOR,37
0,LICENCA USUARIO TEMPORARIO,37
0,PAS APPSVR OPED LIC NAMEDUSER,37
0,SMS LGT ANALI DE CRED TRAD,37
0,SMS RMS LOJA ELETR. T,37
0,AHGORA GERENCIAL - EXCEDENTE,36
0,CDU LGT5 WMS  TRAD,36
0,CONSINCO SELF PAYMENT CDU,36
0,CONSINCO SELF PAYMENT SMS,36
0,E-LEARNING CENTER  36M,36
0,FEEDZ 2 MOD PACK 50 COL,36
0,FEEDZ 2 MOD PACK 50 COL EXCED,36
0,FEEDZ 2 MOD PACK 50 COL UN,36
0,ID EXCEDENTE,36
0,OPENEDGEENTRDBMSMVLCONCUSERS,36
0,SMS LGT5 WMS TRAD,36
0,VA AC ADESAO CLOUD,36
0,ADESAO ADMISSAO DIGITAL P,35
0,ADESAO GESTAO OBJETIVOS E META,35
0,ADESAO PLAT FLUIG COMPLEMENTAR,35
0,ADESAO VERTSIGN	,35
0,AHGORA PW LITE - EXCEDENTE,35
0,CAARCBCAWINMNT1YREN,35
0,CAARCBWINASQL1YREN,35
0,CDU LGT5 FISCAL TRAD,35
0,CDU TOTVS SERIE3 VAREJO TRAD,35
0,CLIENTNETLIC,35
0,FLUIG 50 USUARIOS,35
0,SMS LGT5 FISCAL TRAD,35
0,SMS TOTVS SERIE3 VAREJO TRAD,35
0,SMS USUARIO ECF DISTRIBUIDOR,35
0,USUARIO ECF DISTRIBUIDOR,35
0,ADESAO INTERA GOODDATA G,34
0,CDU PLATAFORMA TOTVS ANALYTICS,34
0,FEEDZ GESTAO OBJ METAS OKR INC,34
0,INTERA COMBO 4 V 101º AO 350º,34
0,INTERA COMBO 4 VAR 5 AO 10,34
0,LICENCA USUARIO WINTHOR SP,34
0,VERTSIGN 1 A 50 DOC	,34
0,VERTSIGN 101 A 200 DOC	,34
0,VERTSIGN 201 A 300 DOCS,34
0,VERTSIGN 51 A 100 DOC	,34
0,AHGORA IOT EXCEDENTE,33
0,ASSIST. DE VENDA MOVEL BY US4,33
0,CDU G.VAREJO PARCEIRO LOC PK 5,33
0,CLOUDINT TSS 10.000 DOC ANO,33
0,ESTOQUE PREMI USUAR BY SYSTOCK,33
0,G COD FONTE BY IT UP PREMIUM,33
0,HORAS GER DE PROJETOS WT,33
0,ID TOTVS ANALYTICS - 6º AO 10º,33
0,INTERA COMBO 4 VAR 1 AO 4,33
0,OPEDENRDBMSMVL,33
0,RETAGUARDA LOJA + PDV 4 A 6,33
0,SAAS INTEL FISCAL ESOC PACK 5,33
0,SMS G.VAREJO PARCEIRO LOC PK 5,33
0,SUP SERVIDOR VAREJO WT,33
0,ACELERADOR BASICO PORTAL-CDU,32
0,ACELERADOR BASICO PORTAL-SAAS,32
0,APP BACKOFC VENDAS 41 AO 100,32
0,CDU TOTVS PDV LIGHT 50,32
0,CLOUD IAAS 36M,32
0,CONSINCO MODULO DW CDU,32
0,ID APP R&F PDV,32
0,ID INT DEDICADO 1º AO 50º,32
0,INT.MKTP BY LEXOS CNPJ ADICIO,32
0,SAS PLANNING STANDARD USER,32
0,SMS SERVIDOR VAREJO,32
0,SMS TOTVS PDV LIGHT 50,32
0,TX ADESAO-PLATAFORM-ENTERPRISE,32
0,VERTSIGN 301 A 400 DOC	,32
0,1004.4 AUTOATENDIMENTO BY ZF,31
0,ACELERADOR BASC PORTAL-CDU-NV,31
0,APP MYFROTA - 1 A 100 VEIC,31
0,CDU LGT10 WMS TRAD,31
0,CDU LGT5 LOJA PDV TRAD,31
0,CONSINCO CONTRATO SERV SUBSC.,31
0,CONSINCO RESTAURNTTERMINL SMS,31
0,ESPACO ADICIONAL - 25 GB 24M,31
0,INTERA COMBO 4 VAR 21 AO 50,31
0,PACK TOTVS INTEL FISCAL 5,31
0,SMS LGT10 WMS TRAD,31
0,SMS LGT5 VENDA ASSISTIDA TRAD,31
0,SMS USUARIO MY MIX MOBILE,31
0,SMS USUARIO RETAGUARDA MY MIX,31
0,SQLSVS8R2ENDVD,31
0,TEF CANAL CLOUD PDV PRINCIPAL,31
0,TOTVS TEC PROCESSOR SINGLE COR,31
0,TOTVS TRANSMITE 5.000 NFS,31
0,USUARIO MY MIX MOBILE,31
0,ADESAO ADMISSAO DIGITAL M,30
0,ADESAO INTERA GOODDATAPRIVATE,30
0,ADM DIG COM INT 26 A 50,30
0,CDU COLAB NEO  500 DOC,30
0,CONS SITEF LINK GOLDEN JUMPER,30
0,CONSINCO MODULO DW SMS,30
0,FEEDZ 2 MOD PACK 250 COL,30
0,FEEDZ 2 MOD PACK 250 COL EXCED,30
0,FEEDZ 2 MOD PACK 250 COL UN,30
0,MODA PLUS DE 21 A 40 IDS,30
0,PDVMOB BY EASY MOB - ADESAO,30
0,PRIME STAND BY PRT,30
0,SMSRMS.VRJ.T,30
0,SUP MODULO CRM WHINTOR,30
0,TOP4  PROCESSOR,30
0,TOTVS CLOUD CONSINCO STANDARD,30
0,TOTVS COLETA ENTREGA PACK 350,30
0,012GASFSEN1YL,29
0,ACELERAD BASIC PORTAL-SAAS-NV,29
0,CDU CORPORATIVO RB 1.4,29
0,CONSINCO PRODUCAO CDU,29
0,CONSINCO PRODUCAO SMS,29
0,CONSINCO TRANSP SMS,29
0,LICENCA MY MIX MOBILE,29
0,PACOTE EAD ILIMITADO (WINTHOR),29
0,PCT. IMPLANTACAO MY MIX MOBILE,29
0,TEF ANDROID 1 PDV,29
0,TOTVS TRANSMITE 10.000 NFS,29
0,A.R CORPORATIVO RB2.3 TABELA D,28
0,ADESAO PESQUISA DE ENGAJAMENTO,28
0,CDU LIGHT ERP TRAD,28
0,CONSINCO TRANSP CDU,28
0,CRYSTAL REPORT 8.0 MONO,28
0,E.T CORPORATIVO RB2.3 TABELA D,28
0,O12GASFSEP1LM,28
0,PLATAFORMA FLUIG COMPLEM-ECO,28
0,SMS USUARIO WMS WT,28
0,USUARIO WMS WT,28
0,E-LEARNING CENTER ATIVACAO,27
0,GMV B2B 12MA 18.0M BY AGILE,27
0,OUTRO SETUP/SERVICO,27
0,PORTALB2B 12M - 18M BY AGILE,27
0,SETUP FEEDZ PACOTE 3,27
0,SFA ANALYTICS TOTVS CRM 21A50,27
0,SFA PLATAF ENTERPRISE 21 A 50,27
0,SUP USU RADIO FREQUENCIA WMS,27
0,TEF TURBO TURBO DUPLO,27
0,TOTVS COLETA ENTREGA PACK 1000,27
0,TOTVS RMS VAREJO PORTAIL,27
0,ADESAO INTERA FLUIG P,26
0,BMCHEF CD,26
0,CLOUD COLAB NEO 25000 DOC,26
0,PAS APPSVR OPED MNT NAMEDUSER,26
0,SETUP FEEDZ PACOTE 1,26
0,SMS COLAB NEO  25000 DOC,26
0,SMS LIGHT ERP TRAD,26
0,SQL STD 2019 - MIDIA DIGITAL,26
0,TEF CANAL CLOUD PDV ADICIONAL,26
0,TOTVS TRANSMITE 500 NFS,26
0,VA WEBSERVICE ADESAO,26
0,VA WEBSERVICE ADESAO CLOUD,26
0,ADESAO INTERA RH M,25
0,ADESAO TOTVS PRIME,25
0,APP EXPENSE - POR USUARIO,25
0,APP MEU CHECKLIST EXEC 16 A 50,25
0,BSO G. COMPATIBILIZACAO N2 RM,25
0,CDU LGT ASSIST TECNICA TRAD,25
0,CDU LGT MNT DE ATIVOS TRAD,25
0,COMBO TOTVS F&R LIGHT,25
0,CONSINCO DATACENTER-E SUBSCR,25
0,CONSINCO ERP DISTRIB SUBSC,25
0,CONSINCO PDV LOJA CDU,25
0,CONSINCO PDV LOJA SMS,25
0,CONSINCO SELF PAYMENT SUBSC,25
0,CONSINCO TEF LINK DATAC. CDU,25
0,INT.MKTP BY LEXOS BUSINESS +,25
0,INT.MKTP BY LEXOS SOBCONS/BUS+,25
0,LICENCA MODULO BENEFICIAMENTO,25
0,MESA,25
0,PLATAFORMA TOTVS ANALYTICS - P,25
0,PRIME AMS GOLD RHODIUM PRT,25
0,SFA ANALYTICS TOTVSCRM 51A1000,25
0,SFA INTEGRACAO TCRM 51A1000,25
0,SFA INTEGRACAO TOTVSCRM 21A50,25
0,SFA PLATAF ENTERPRISE 51A1000,25
0,SMS BENEFICIAMENTO,25
0,SMS LGT MNT DE ATIVOS TRAD,25
0,SUP USUARIO CHECK OUT VAR WT,25
0,SUP USUARIO WMS WT,25
0,TOTVS COLETA E ENTREGA ADESAO,25
0,TRANS DOC ELET TSS 10000ANO 36,25
0,USUARIO RETAGUARDA MY MIX,25
0,ADMIS DIGI BYDIGTE PACK 50,24
0,ALTERACAO LIC MISTERCHEF NET,24
0,APP BACKOFC CONTROL 1 AO 40,24
0,CDU CORP ADIC CONCESSIONA PARC,24
0,CES.DIR.PROT.ERP/CRM TR/FULL,24
0,E-LEARNING CENTER  24M,24
0,LICENCA MODULO COMODATO WT,24
0,LICENCA MODULO WEB COMPRAS  WT,24
0,LOC DE HARDWARE PERSONAL 36M,24
0,MIDIA SQL DVD STD 2008 USER,24
0,MINHAS OS 51-200 TÉCNICOS,24
0,MINHAS OS >201 TÉCNICOS,24
0,SMS COMODATO WT,24
0,SMS CORP TOTVS VAREJO RB2.4,24
0,SMS WEB COMPRAS WT,24
0,SQLCALDVCSTDRUNTIME2017LIC,24
0,SQLSERVERSTDRUNTIME2017LIC,24
0,TOTVS COLETA ENTREGA PACK10000,24
0,WMS SAAS - APP MOVEIS PACK50,24
0,BALCAO,23
0,CARTAO,23
0,CTR MENSAL 12 MY AUDIT RECORR,23
0,E-LEA TOTVS DIST E VAR ATE 10,23
0,ENTREGA,23
0,SMS LGT ASSIST TECNICA TRAD,23
0,SUP USUARIO RETAGUARDA MY MIX,23
0,TEF CANAL CLOUD PDV ÚNICO,23
0,TEF EXPRESS HOSP. CORPORATIVO,23
0,TOTVS PIX COBRANCA,23
0,TOTVS TEC PROCESSOR MULTICORE,23
0,ADESAO PROJETO DE IMPLANTACAO,22
0,APP BANCO TAL.  1 - 50 CAND.,22
0,APP BANCO TAL.  51 - 100 CAND.,22
0,APP CONT/TERM CDU PACK 50,22
0,APP CONT/TERM SMS PACK 50,22
0,ATEND. CONTINUADO TOTVS - CONS,22
0,ATEND. CONTINUADO TOTVS - COOR,22
0,ATEND. CONTINUADO TOTVS CONS E,22
0,ATEND. CONTINUADO TOTVS COOR E,22
0,C.D.U PROT. CONT. LOJAS TR/LIG,22
0,CDU CORP TOTVS VAREJO RB1.8,22
0,CDU LGT OMS TRAD,22
0,CDU TOTVS SERIE3 MANUFATURA TR,22
0,CHAT COMMERCE SUPER BY CHATBOT,22
0,CHECKOUT DISTRIBUIDOR WT,22
0,HELP DESK ERP/CRM/BI TR/FULL,22
0,ISV RT SQL Svr Std 2008 Mnt MV,22
0,MOTOR DE PROMOCOES ATE 3 PDVS,22
0,PDV OMNISHOP PEDIDO CDU,22
0,PDV OMNISHOP PEDIDO SMS,22
0,SMS CHECKOUT DISTRIBUIDOR WT,22
0,SMS LGT OMS  TRAD,22
0,SMS TOTVS SERIE3 MANUFATURA TR,22
0,SMS TOTVS TEC PROCESSOR MULTIC,22
0,SMS TOTVS TEC PROCESSOR SINGLE,22
0,SQLSVRST12ENGDVD,22
0,SQLSVRSTD2017MIDIA DIGITAL,22
0,TAE 10 PACK CONSINCO,22
0,TOTVS ASSINAT ELETRONICA ID,22
0,TOTVS RH ADMIS DIG 1 A 15,22
0,TOTVS RH ADMIS DIG 16 A 25,22
0,VENDAS,22
0,A.R CORPORATIVO RB 1 TABELA A,21
0,A.R.  PROT. CONT. LOJAS TR/LIG,21
0,COMBO R&F LOJA,21
0,E.T CORPORATIVO RB 1 TABELA A,21
0,FEEDZ MOD TESTE PERSONALIDADE,21
0,HORAS ACOMPANHAMENTO WMS,21
0,LB.WN03.Mnt,21
0,SAAS S1 MANUFATURA - ALUG,21
0,SUP SERVIDOR MY MIX,21
0,SUPORTE USUARIO CAIXA,21
0,TOTVS CLOUD CRM SFA STANDARD,21
0,TOTVS CRM EXECUTIVE,21
0,TOTVS CRM MASTER,21
0,TOTVS RH ADMIS DIG 26 A 50,21
0,TOTVS VAREJO DMS CDU 5 IDSá,21
0,TOTVS VAREJO DMS SMS 5 IDSá,21
0,WINSVRSTD12-2PROC,21
0,ACESSO E-LEARNING VIRTUAL AGE	,20
0,AMBIENTE ATS FEEDZ ID NOMEADO,20
0,BN.WN05.Mnt,20
0,CDU LGT PCP TRAD,20
0,CONSINCO TEF EXPRESS CDU,20
0,E-LEARNING TOTVS ATE 20,20
0,EVOL.TECN.ERP/CRM/BI TR/FUL,20
0,SMS LGT PCP TRAD,20
0,SMS MODULO 61,20
0,SQLCALRUNTIME 2016 MNT CALS,20
0,SUP MUD DE RZ/CNPJ,20
0,SUP MYFROTA FROTA MOTORIZADA,20
0,SUP USUARIO CKECK OUT MY MIX,20
0,TESTE PERSON PARA R&S EXCED,20
0,ADESAO FLUIG G,19
0,ADESÃO VENDA DIG BY NINEGRID,19
0,AMBIENTE ADICIONAL VTEX,19
0,APP PLAT INTEG VTEX UNIT,19
0,BONUS TEMPORARIO VIRTUAL STORE,19
0,CD PACK (MIDIA),19
0,CDU COLAB NEO 25000 DOC,19
0,CDU COLAB NEO 5000 DOC,19
0,CDU TOTVS RMS NF-E T,19
0,CONSINCO MODULO MDF-E CDU,19
0,CONSINCO SELF-JET CDU,19
0,CONSINCO SELF-JET SMS,19
0,CT.RN01.CsA,19
0,E-LEARNING TOTVS ATE 5,19
0,ID INT DEDICADO 51º AO 100º,19
0,INTERA COMBO 4 VAR 51 AO 100,19
0,LOCACAO DE SOFTWARE VS SALES,19
0,PACOTE P7 - EXCEDENTE,19
0,PACOTE P7 - FIXO,19
0,PEDIDO ADIC TCRM PACK 500 PED,19
0,SAT LITE ACIMA DE 500,19
0,SAT LITE ATE 25,19
0,SAT LITE DE 101 A 500,19
0,SAT LITE DE 26 A 50,19
0,SAT LITE DE 51 A 100,19
0,SAT PRO ACIMA DE 500,19
0,SAT PRO ATE 25,19
0,SAT PRO DE 101 A 500,19
0,SAT PRO DE 26 A 50,19
0,SAT PRO DE 51 A 100,19
0,SETUP CONNECTOR TCRM,19
0,SUPORTE MY SHOP PC,19
0,SUPORTE USUARIO MY SHOP,19
0,TOTVS CONNECTOR TCRM PCK 500PE,19
0,TOTVS CRM CREATOR,19
0,ADESAO COMPL. INTERA FLUIG,18
0,ADESAO DE MODALIDADE,18
0,ADESAO PLATAFORMA CAROL,18
0,APP MEU CHECKLIST PLAN 1 A 3,18
0,APP TOTVS AGEND. PLAN,18
0,BM CHEF CX COMPL PAF ECF,18
0,BONUS PERM-  VS PLUS,18
0,CAROL LABS PACK 50 GB,18
0,CDU LGT10 OMS TRAD,18
0,CDU LGT10 PCP TRAD,18
0,CLOUD COLAB NEO 5000 DOC,18
0,CONSINCO SOMMA CNPJ SUBSC,18
0,FS.WN01.Mnt,18
0,IAAS-BACKUP-50 GB-M,18
0,IAAS-TCWIN-8VCPU-16VRAM-3A,18
0,IAAS-TCWIN-8VCPU-32VRAM-3A,18
0,IAAS-TCWIN-8VCPU-64VRAM-3A,18
0,ID APP COMEX IMP DO 1 AO 15,18
0,ISV RT SQL CAL 2008 Mnt MVL St,18
0,MENSALIDADE TEF_SH,18
0,MT,18
0,NFE,18
0,PACOTE P6 - EXCEDENTE,18
0,PACOTE P6 - FIXO,18
0,PCT DE INST SOFTWARE EXPRESS,18
0,PDVMOB BY EASY MOB 150M-300M,18
0,SETUP FEEDZ PACOTE 4,18
0,SMS COLAB NEO  5000 DOC,18
0,SMS LGT10 OMS  TRAD,18
0,SMS LGT10 PCP TRAD,18
0,SQL SVR STD 2019 2LIC CORE - I,18
0,SQLSVR ST 2016 MNT DAS CALS,18
0,TOTVS CLOUD DATASUL PRIME,18
0,TOTVS CRM SFA ADESAO,18
0,TOTVS INTERA AGRO,18
0,TPF PACK 1150 DOCS,18
0,TPF PACK ADC 1150 DOCS,18
0,TRANSF CLIENTE ENTRE REVENDA,18
0,ADESAO TOTVS PRIVATE,17
0,AHGORA MULTI - EXCEDENTE,17
0,CDU COLAB NEO 2500 DOC,17
0,CLOUD COLAB NEO 2500 DOC,17
0,CM PROTHEUS ADS-ATEND.TEL,17
0,CR.WN03.CsU,17
0,CR.WN03.Mnt,17
0,CT.RN01.Mnt,17
0,EXCED 5K TRANSAC BASIC,17
0,ID INT DEDICADO 251º AO 500º,17
0,ISV RT SQL CAL 2008 MVL Std,17
0,ISV RT SQL Svr Std 2008 MVL,17
0,LB.WN03.CsU,17
0,MULTILOJA,17
0,SMS COLAB NEO  2500 DOC,17
0,SMS CORP TOTVS VAREJO RB3,17
0,SQLCALRT12MVL,17
0,SQLSCART08R2MN,17
0,SQLSRT8R2MN1CL,17
0,SQLSVRSTRT12MVL1CLT,17
0,SUP ORDEM DE SERVICO WT,17
0,TEF TURBO MIGRATEF TURBO,17
0,TOTVS AGENDAMENTOS PACK 300,17
0,TOTVS IPAAS BASIC,17
0,VA AC 13A MENS,17
0,A.R CORPORATIVO RB2.3 TABELA B,16
0,ADES ADMI DIGITALBYDIGTE PK50,16
0,APP CLOCKIN 3001 A 10000 FUNC.,16
0,APP TCRM SFA START VEN 1 A 50,16
0,AT.RN01.CsA,16
0,AT.RN01.Mnt,16
0,BMCHEF ENTPROG*,16
0,CDU INTEGR SERVICE BY PROPHIX,16
0,CDU PLANNING 1 SERVER + 1 ADMI,16
0,CDU PLANNING ADMIN ADICIONAL,16
0,CDU PLANNING ADVANCED,16
0,CLOUDINT CONEX ADIC BACKOFFICE,16
0,CONT/TERM LICENC PACK 100	,16
0,CONT/TERM MENS PACK 100,16
0,CRM WIFI MARKETING BY BIGDATA,16
0,E.T CORPORATIVO RB2.3 TABELA B,16
0,FS.WN01.CsA,16
0,GECF,16
0,ID INT DEDICADO 101º AO 250º,16
0,ID TOTVS ANALYTICS - 11º AO 30,16
0,LICENCA MODULO AUTOSERVICO,16
0,LOCACAO DE SOFTWARE  - AC APON,16
0,MODA PLUS  >41 IDS,16
0,MS  ENT MAN 1 A 10,16
0,MS  ET. VENDOR 1 A 10,16
0,MS  ET. VENDOR 11 A 21,16
0,PANDA END POINT PLUS1Y,16
0,PCT IMPLANTACAO MOD CONTABIL,16
0,SAS PLANNING 1 SERVER + 1 ADMI,16
0,SAS PLANNING ADMIN ADICIONAL,16
0,SAS PLANNING ADVANCED,16
0,SMS AUTOSERVICO,16
0,SMS CORP TOTVS MANUFATURA RB1,16
0,SMS GESTAO DE VAREJO COORPORAT,16
0,SMS INTEGR SERVICE BY PROPHIX,16
0,SMS TOTVS RMS NF-E T,16
0,SMS USUARIO CKECK OUT MY MIX,16
0,SMS VENDEDOR VAREJO WT,16
0,TEF INTEGRADOR CLOUD PDV ÚNICO,16
0,TERMINALLANCAMENTO,16
0,TOP PROCESSOR MULTICORE,16
0,TOTVS INTERA C&P,16
